filename,URL,folder,SHA1
export_fig-f0af704d84608f5a69e3de82581869e7b6161d4f.zip,https://github.com/altmany/export_fig/archive/f0af704d84608f5a69e3de82581869e7b6161d4f.zip,./contrib/,0d36e7d5efae5cbc98aaa23f2e997e3d1e1f60eb
sdc3_nrz_11aug.zip,https://zenodo.org/record/401057/files/sdc3_nrz_11aug.zip,./contrib/,71e1c0212b836eec84727462cbe9bd1927ca10e0
grid3_dct_11aug.zip,https://zenodo.org/record/401036/files/grid3_dct_11aug.zip,./contrib/,6fa5c12a29114aeffd689a13c948c3631d0f5093
